0 0
1 2
2 26
3 24
4 30
5 22
6 5
7 21
8 10
9 20
10 0
11 4
12 10
13 16
14 7
15 0
16 1
17 9
18 11
19 27
20 13
21 22
22 17
23 15
24 7
25 19
26 27
27 8
28 26
29 30
30 6
