0 0
1 24
2 12
3 35
4 7
5 28
6 1
7 3
8 4
9 0
10 21
11 3
12 25
13 6
14 7
15 32
16 13
17 2
18 30
19 8
20 13
21 25
22 19
23 7
24 26
25 9
26 2
27 5
28 18
29 2
30 20
31 10
32 27
33 0
34 33
35 27
