0 0
1 17
2 4
3 9
4 16
5 17
6 9
7 0
8 14
9 16
10 15
11 3
12 13
13 18
14 23
15 0
16 19
17 22
18 1
19 23
20 11
21 26
22 10
23 27
24 4
25 8
26 11
27 12
