14864 2.416670 48.933300
33883 2.416670 48.866699
38007 2.383330 48.916698
21746 2.516670 48.900002
49832 2.533330 48.933300
28006 2.500000 48.883301
102770 2.433330 48.866699
41808 2.550000 48.916698
82120 2.516670 48.950001
10656 2.416670 48.950001
12592 2.341670 48.958302
13828 2.516670 48.900002
106785 2.358330 48.933300
22228 2.433330 48.883301
29750 2.550000 48.916698
62964 2.566670 48.849998
25771 2.433330 48.883301
76087 2.383330 48.916698
39733 2.466670 48.883301
35658 2.533330 48.966702
47492 2.450000 48.900002
27883 2.366670 48.966702
34493 2.576390 48.956200
25269 2.566670 48.900002
18045 2.400000 48.883301
33829 2.383330 48.950001
54136 2.400000 48.900002
20508 2.516670 48.866699
41050 2.483330 48.866699
47189 2.333330 48.900002
53530 2.466670 48.900002
54518 2.308330 48.950001
33498 2.533330 48.849998
66410 2.450000 48.933300
51438 2.450000 48.933300
39056 2.533330 48.883301
