53145 2.483330 48.849998
30201 2.333330 48.783298
19901 2.483330 48.733299
44201 2.416670 48.799999
19194 2.566670 48.816700
40905 2.416670 48.766701
22396 2.416670 48.833302
26248 2.316670 48.750000
27338 2.550000 48.833302
26046 2.366670 48.816700
16705 2.516670 48.750000
11381 2.583330 48.783298
19775 2.333330 48.799999
32520 2.500000 48.849998
12081 2.466670 48.750000
31637 2.483330 48.833302
28248 2.333330 48.783298
74816 2.500000 48.799999
29653 2.383330 48.766701
25820 2.533330 48.766701
48471 2.433330 48.849998
29348 2.416670 48.816700
14512 2.458330 48.816700
15625 2.516670 48.833302
16513 2.483330 48.766701
17802 2.466670 48.816700
17097 2.333330 48.816700
55490 2.366670 48.799999
85413 2.400000 48.783298
18498 2.350000 48.766701
18049 2.516670 48.799999
75510 2.516670 48.816700
57732 2.383330 48.816700
52943 2.433330 48.799999
21395 2.400000 48.750000
18479 2.416670 48.733299
32239 2.450000 48.733299
89985 2.466670 48.783298
