11956 2.866670 50.400002
31873 2.766670 50.416698
11031 2.466670 50.500000
26278 2.933330 50.416698
14506 2.250000 50.750000
12373 2.900000 50.450001
41611 2.783330 50.283298
12206 2.666670 50.483299
10047 2.933330 50.433300
73636 1.833330 50.950001
43070 1.616670 50.716702
11279 1.650000 50.516701
10055 2.483330 50.566700
25655 2.633330 50.533298
17152 2.966670 50.483299
12337 2.716670 50.433300
23408 2.547780 50.481201
17271 2.833330 50.400002
14527 1.583330 50.700001
10602 2.933330 50.450001
10925 2.233330 50.733299
35032 2.833330 50.433300
15367 1.592780 50.408401
11230 1.633330 50.716702
