11108 6.533330 43.250000
12938 6.633330 43.299999
11090 6.050000 43.183300
11819 5.716670 43.183300
25930 6.010560 43.124802
16429 5.800000 43.116699
54600 6.116670 43.116699
20754 5.983330 43.133301
12774 5.850000 43.133301
14505 5.866670 43.450001
12822 6.633330 43.433300
11506 6.016670 43.099998
34897 5.839450 43.093399
10165 6.433330 43.416698
36391 6.466670 43.533298
51839 6.736110 43.433899
10246 6.066670 43.233299
16786 6.066670 43.150002
164532 5.933330 43.116699
16368 6.066670 43.400002
33603 6.766670 43.416698
62082 5.883330 43.099998
