55978 3.283330 49.849998
51036 6.916670 43.666698
74120 7.116670 43.583302
73234 7.016670 43.549999
343304 7.250000 43.700001
60280 4.083330 48.299999
51039 3.000000 43.183300
141438 5.433330 43.533298
850726 5.376390 43.296700
52661 4.633330 43.666698
108954 -0.350000 49.183300
75170 -1.150000 46.166698
66381 2.400000 47.083302
151212 5.016670 47.316700
116914 6.033330 47.250000
63405 4.900000 44.933300
50537 1.150000 49.016701
63550 -4.100000 48.000000
141303 -4.483330 48.400002
142205 4.350000 43.833302
441802 1.433330 43.599998
239157 -0.566667 44.833302
58025 -0.616667 44.799999
66142 -0.633333 44.833302
70955 3.250000 43.349998
257351 3.883330 43.599998
207178 -1.683330 48.083302
134817 0.683333 47.383301
155637 5.716670 45.166698
171260 4.400000 45.433300
284970 -1.550000 47.216702
67031 -2.200000 47.283298
114167 1.900000 47.916698
54098 -0.883333 47.066700
147571 -0.550000 47.466702
179992 4.033330 49.250000
50940 -0.766667 48.066700
105421 6.200000 48.683300
57204 -3.366670 47.750000
52515 -2.750000 47.666698
120738 6.166670 49.133301
94713 3.166670 50.700001
63572 3.141670 50.683300
227560 3.066670 50.633301
91923 3.150000 50.716702
92005 2.366670 51.049999
54711 2.083330 49.433300
73636 1.833330 50.950001
139860 3.083330 45.783298
81166 -0.366667 43.299999
117419 2.883330 42.683300
271782 7.750000 48.583302
67615 7.366670 48.083302
109588 7.333330 47.750000
59855 4.883330 45.683300
484344 4.841390 45.758900
145150 4.883330 45.766701
142626 0.200000 48.000000
57342 5.933330 45.566700
50379 6.116670 45.900002
2243833 2.344450 48.860001
110933 1.083330 49.433300
175497 0.133333 49.500000
52779 2.600000 48.883301
50755 2.866670 48.950001
51150 2.183330 48.950001
86110 2.133330 48.799999
57325 -0.466667 46.316700
133448 2.300000 49.900002
56271 1.350000 44.016701
54600 6.116670 43.116699
51839 6.736110 43.433899
164532 5.933330 43.116699
62082 5.883330 43.099998
89683 4.816670 43.950001
52664 -1.433330 46.666698
87697 0.333333 46.583302
139150 1.250000 45.849998
50078 6.866670 47.633301
52135 2.450000 48.633301
61754 2.266670 48.883301
52546 2.266670 48.799999
64355 2.266670 48.816700
79426 2.200000 48.883301
61793 2.300000 48.750000
64253 2.283330 48.900002
114205 2.250000 48.833302
82327 2.285560 48.911201
85398 2.250000 48.916698
87469 2.252220 48.897301
58916 2.300000 48.900002
89185 2.200000 48.900002
102770 2.433330 48.866699
82120 2.516670 48.950001
106785 2.358330 48.933300
62964 2.566670 48.849998
76087 2.383330 48.916698
54136 2.400000 48.900002
53530 2.466670 48.900002
54518 2.308330 48.950001
66410 2.450000 48.933300
51438 2.450000 48.933300
53145 2.483330 48.849998
74816 2.500000 48.799999
55490 2.366670 48.799999
85413 2.400000 48.783298
75510 2.516670 48.816700
57732 2.383330 48.816700
52943 2.433330 48.799999
89985 2.466670 48.783298
