0 0
1 0
2 0
3 33
4 3
5 1
6 45
7 11
8 42
9 44
10 2
11 24
12 25
13 71
14 52
15 32
16 28
17 0
18 35
19 42
20 39
21 4
22 59
23 64
24 36
25 68
26 75
27 18
28 64
29 20
30 67
31 39
32 71
33 5
34 44
35 57
36 54
37 45
38 27
39 38
40 52
41 10
42 63
43 55
44 13
45 7
46 32
47 7
48 60
49 74
50 66
51 46
52 25
53 66
54 27
55 23
56 28
57 34
58 48
59 69
60 59
61 67
62 65
63 41
64 17
65 22
66 12
67 16
68 30
69 14
70 47
71 21
72 53
73 58
74 36
75 69
