0 0
1 0
2 38
3 25
4 20
5 13
6 27
7 49
8 35
9 8
10 40
11 3
12 30
13 6
14 1
15 17
16 41
17 28
18 34
19 48
20 30
21 13
22 20
23 0
24 42
25 23
26 16
27 2
28 46
29 3
30 15
31 5
32 26
33 44
34 46
35 39
36 40
37 27
38 23
39 7
40 21
41 36
42 33
43 13
44 50
45 14
46 44
47 10
48 32
49 31
50 9
