0 0
1 12
2 14
3 33
4 8
5 28
6 21
7 29
8 23
9 32
10 24
11 4
12 26
13 0
14 36
15 0
16 1
17 30
18 28
19 10
20 6
21 3
22 25
23 13
24 14
25 15
26 9
27 9
28 3
29 1
30 31
31 23
32 21
33 22
34 5
35 34
36 35
37 24
