26159 1.833330 48.650002
15193 2.150000 48.916698
16249 2.116670 48.900002
22817 2.150000 48.950001
18679 1.916670 48.766701
31557 2.200000 48.916698
30859 1.916670 49.000000
51150 2.183330 48.950001
10048 2.133330 48.866699
13693 2.016670 48.799999
11598 2.000000 48.983299
19626 2.066670 48.966702
15234 2.033330 48.950001
37680 2.050000 48.933300
16614 2.083330 48.866699
15473 2.183330 48.916698
15178 1.983330 48.983299
12174 2.066670 48.983299
30958 1.950000 48.816700
19234 1.716670 48.966702
17401 2.066670 48.799999
86110 2.133330 48.799999
27966 2.066670 48.766701
30173 2.150000 48.883301
29380 2.000000 48.783298
12732 2.050000 48.816700
28975 2.125000 48.825001
35380 2.100000 48.983299
42969 1.716670 48.983299
40481 2.083330 48.900002
12020 1.850000 48.966702
11730 2.050000 48.750000
17553 1.983330 48.816700
16496 2.100000 48.900002
33337 2.033330 48.766701
26829 1.950000 48.783298
15905 2.166670 48.799999
16302 1.733330 48.983299
20971 2.150000 48.849998
20089 2.183330 48.799999
